1.00000000 -0.00000000
0.99909556 0.00151748
0.99819067 0.00303298
0.99728533 0.00454651
0.99637955 0.00605808
0.99547333 0.00756768
0.99456667 0.00907532
0.99365956 0.01058101
0.99275201 0.01208475
0.99184402 0.01358654
0.99093559 0.01508638
0.99002672 0.01658429
0.98911741 0.01808026
0.98820767 0.01957430
0.98729749 0.02106640
0.98638688 0.02255659
0.98547583 0.02404485
0.98456434 0.02553119
0.98365243 0.02701562
0.98274008 0.02849814
0.98182730 0.02997875
0.98091409 0.03145746
0.98000046 0.03293427
0.97908639 0.03440918
0.97817190 0.03588220
0.97725697 0.03735334
0.97634163 0.03882258
0.97542585 0.04028995
0.97450966 0.04175543
0.97359303 0.04321904
0.97267599 0.04468078
0.97175852 0.04614065
0.97084064 0.04759866
0.96992233 0.04905480
0.96900360 0.05050909
0.96808445 0.05196152
0.96716489 0.05341210
0.96624491 0.05486084
0.96532451 0.05630773
0.96440369 0.05775278
0.96348246 0.05919598
0.96256082 0.06063736
0.96163876 0.06207690
0.96071629 0.06351462
0.95979341 0.06495051
0.95887012 0.06638458
0.95794642 0.06781683
0.95702230 0.06924727
0.95609778 0.07067589
0.95517285 0.07210270
0.95424752 0.07352771
0.95332177 0.07495091
0.95239562 0.07637232
0.95146907 0.07779193
0.95054211 0.07920974
0.94961475 0.08062577
0.94868698 0.08204000
0.94775882 0.08345246
0.94683025 0.08486313
0.94590128 0.08627202
0.94497191 0.08767914
0.94404214 0.08908448
0.94311198 0.09048805
0.94218141 0.09188986
0.94125045 0.09328990
0.94031910 0.09468818
0.93938734 0.09608471
0.93845520 0.09747947
0.93752266 0.09887249
0.93658972 0.10026376
0.93565639 0.10165327
0.93472267 0.10304105
0.93378856 0.10442708
0.93285406 0.10581137
0.93191917 0.10719393
0.93098389 0.10857476
0.93004822 0.10995385
0.92911217 0.11133122
0.92817573 0.11270686
0.92723890 0.11408077
0.92630168 0.11545297
0.92536408 0.11682345
0.92442610 0.11819221
0.92348773 0.11955927
0.92254898 0.12092461
0.92160984 0.12228825
0.92067033 0.12365018
0.91973043 0.12501040
0.91879016 0.12636893
0.91784950 0.12772576
0.91690847 0.12908090
0.91596706 0.13043434
0.91502527 0.13178610
0.91408310 0.13313616
0.91314056 0.13448454
0.91219764 0.13583124
0.91125434 0.13717626
0.91031068 0.13851960
0.90936663 0.13986126
0.90842222 0.14120125
0.90747743 0.14253957
0.90653227 0.14387621
0.90558674 0.14521120
0.90464084 0.14654451
0.90369457 0.14787617
0.90274794 0.14920616
0.90180093 0.15053450
0.90085355 0.15186118
0.89990581 0.15318620
0.89895770 0.15450958
0.89800923 0.15583130
0.89706039 0.15715138
0.89611118 0.15846981
0.89516161 0.15978660
0.89421168 0.16110175
0.89326138 0.16241526
0.89231073 0.16372713
0.89135971 0.16503736
0.89040833 0.16634596
0.88945659 0.16765293
0.88850449 0.16895827
0.88755203 0.17026199
0.88659921 0.17156407
0.88564603 0.17286454
0.88469250 0.17416338
0.88373861 0.17546060
0.88278436 0.17675620
0.88182976 0.17805019
0.88087481 0.17934256
0.87991949 0.18063332
0.87896383 0.18192246
0.87800781 0.18321000
0.87705144 0.18449593
0.87609472 0.18578026
0.87513764 0.18706298
0.87418022 0.18834409
0.87322245 0.18962361
0.87226432 0.19090152
0.87130585 0.19217784
0.87034702 0.19345256
0.86938785 0.19472569
0.86842834 0.19599723
0.86746847 0.19726717
0.86650826 0.19853552
0.86554771 0.19980229
0.86458680 0.20106746
0.86362556 0.20233106
0.86266397 0.20359306
0.86170203 0.20485349
0.86073976 0.20611233
0.85977714 0.20736959
0.85881418 0.20862528
0.85785088 0.20987939
0.85688724 0.21113192
0.85592326 0.21238288
0.85495894 0.21363226
0.85399428 0.21488008
0.85302928 0.21612632
0.85206394 0.21737099
0.85109827 0.21861410
0.85013226 0.21985563
0.84916591 0.22109561
0.84819923 0.22233401
0.84723221 0.22357086
0.84626486 0.22480614
0.84529717 0.22603986
0.84432915 0.22727202
0.84336080 0.22850263
0.84239212 0.22973167
0.84142310 0.23095916
0.84045375 0.23218509
0.83948407 0.23340947
0.83851406 0.23463230
0.83754372 0.23585357
0.83657306 0.23707329
0.83560206 0.23829146
0.83463074 0.23950808
0.83365908 0.24072315
0.83268710 0.24193668
0.83171480 0.24314865
0.83074216 0.24435908
0.82976921 0.24556797
0.82879592 0.24677531
0.82782231 0.24798110
0.82684838 0.24918536
0.82587413 0.25038807
0.82489955 0.25158924
0.82392465 0.25278887
0.82294943 0.25398696
0.82197388 0.25518351
0.82099802 0.25637852
0.82002183 0.25757200
0.81904532 0.25876393
0.81806850 0.25995433
0.81709136 0.26114320
0.81611389 0.26233053
0.81513611 0.26351632
0.81415801 0.26470058
0.81317960 0.26588331
0.81220087 0.26706450
0.81122182 0.26824416
0.81024246 0.26942229
0.80926278 0.27059888
0.80828279 0.27177395
0.80730248 0.27294748
0.80632186 0.27411948
0.80534093 0.27528995
0.80435968 0.27645890
0.80337813 0.27762631
0.80239626 0.27879219
0.80141408 0.27995655
0.80043159 0.28111937
0.79944879 0.28228067
0.79846568 0.28344044
0.79748226 0.28459868
0.79649853 0.28575540
0.79551449 0.28691059
0.79453015 0.28806425
0.79354550 0.28921638
0.79256054 0.29036699
0.79157528 0.29151607
0.79058971 0.29266362
0.78960383 0.29380964
0.78861765 0.29495414
0.78763117 0.29609712
0.78664438 0.29723856
0.78565729 0.29837848
0.78466989 0.29951688
0.78368220 0.30065375
0.78269420 0.30178909
0.78170590 0.30292290
0.78071730 0.30405519
0.77972839 0.30518595
0.77873919 0.30631518
0.77774969 0.30744289
0.77675989 0.30856907
0.77576979 0.30969372
0.77477939 0.31081684
0.77378870 0.31193844
0.77279770 0.31305851
0.77180641 0.31417705
0.77081483 0.31529406
0.76982294 0.31640954
0.76883077 0.31752350
0.76783829 0.31863592
0.76684553 0.31974682
0.76585247 0.32085618
0.76485911 0.32196401
0.76386546 0.32307031
0.76287152 0.32417508
0.76187729 0.32527832
0.76088276 0.32638003
0.75988795 0.32748020
0.75889284 0.32857884
0.75789744 0.32967595
0.75690176 0.33077152
0.75590578 0.33186555
0.75490951 0.33295805
0.75391296 0.33404902
0.75291611 0.33513845
0.75191898 0.33622634
0.75092157 0.33731269
0.74992386 0.33839750
0.74892587 0.33948077
0.74792759 0.34056250
0.74692903 0.34164270
0.74593018 0.34272134
0.74493105 0.34379845
0.74393163 0.34487401
0.74293193 0.34594803
0.74193195 0.34702051
0.74093168 0.34809144
0.73993114 0.34916082
0.73893030 0.35022865
0.73792919 0.35129493
0.73692780 0.35235967
0.73592613 0.35342285
0.73492417 0.35448449
0.73392194 0.35554457
0.73291943 0.35660309
0.73191664 0.35766006
0.73091357 0.35871548
0.72991022 0.35976934
0.72890659 0.36082164
0.72790269 0.36187238
0.72689851 0.36292157
0.72589406 0.36396919
0.72488933 0.36501524
0.72388432 0.36605974
0.72287904 0.36710267
0.72187349 0.36814403
0.72086766 0.36918383
0.71986156 0.37022205
0.71885518 0.37125871
0.71784853 0.37229380
0.71684161 0.37332731
0.71583442 0.37435925
0.71482696 0.37538961
0.71381922 0.37641840
0.71281122 0.37744560
0.71180295 0.37847123
0.71079440 0.37949528
0.70978559 0.38051774
0.70877651 0.38153862
0.70776716 0.38255791
0.70675754 0.38357562
0.70574766 0.38459174
0.70473751 0.38560626
0.70372709 0.38661920
0.70271640 0.38763054
0.70170546 0.38864028
0.70069424 0.38964843
0.69968276 0.39065498
0.69867102 0.39165993
0.69765901 0.39266327
0.69664674 0.39366502
0.69563421 0.39466515
0.69462141 0.39566368
0.69360835 0.39666060
0.69259503 0.39765590
0.69158145 0.39864960
